328797328,-1172319009,105630,-33215
328797291,-1172319022,105430,-35092
328797278,-1172319024,105430,-39726
328797284,-1172319030,105640,-43592
328797443,-1172318786,106490,-41745
328797527,-1172318752,106840,-40827
328797532,-1172318754,106630,-32440
328797669,-1172318052,125430,-35891
328797600,-1172317843,134180,-34922
328797720,-1172317764,134030,-26874
328798240,-1172317645,135220,-27706
328798790,-1172317452,136260,-36335
328799420,-1172316566,136000,-27000
328799700,-1172315864,135570,-26983
328799981,-1172314960,135090,-23956
328800261,-1172314139,135050,-21359
328800751,-1172312801,134960,-20983
328801056,-1172311978,134960,-20263
328801385,-1172311175,135060,-19444
328801674,-1172310425,135100,-19742
328802189,-1172309104,135090,-23994
328802478,-1172308390,135150,-23807
328802775,-1172307609,135130,-25233
328803084,-1172306849,135240,-29400
328803557,-1172305583,135050,-29875
328803843,-1172304844,134680,-34657
328804162,-1172304085,134720,-34327
328804451,-1172303310,134730,-34835
328804945,-1172302066,134990,-36359
328805260,-1172301298,135050,-36991
328805546,-1172300574,135340,-39381
328805847,-1172299792,135530,-41762
328806314,-1172298525,135470,-41614
328806628,-1172297775,135480,-42820
328806911,-1172297056,135240,-42989
328807161,-1172296293,135250,-39560
328806453,-1172295730,135370,-37177
328806135,-1172295749,135140,-36224
328805735,-1172296067,135090,-35673
328805401,-1172296811,134660,-34563
328804937,-1172298152,134330,-36074
328804644,-1172298906,134070,-40486
328804319,-1172299462,133890,-36239
328804061,-1172300006,134690,-34672
328803769,-1172301445,134480,-33496
328803438,-1172302529,134460,-30535
328803090,-1172303477,134320,-29305
328802794,-1172304270,134550,-28489
328802323,-1172305540,135360,-25155
328802056,-1172306319,135000,-22413
328801664,-1172307092,134980,-22743
328801321,-1172307747,134850,-18083
328800797,-1172308944,134490,-17915
328800480,-1172309706,134710,-17347
328800190,-1172310524,135310,-14655
328799904,-1172311187,135520,-15826
328799487,-1172312422,135350,-15791
328799193,-1172313297,133870,-17697
328798873,-1172314131,134010,-22280
328798538,-1172315001,134520,-25202
328798032,-1172316329,135850,-30340
328797774,-1172316904,137040,-35892
328797267,-1172316951,137120,-33921
328796719,-1172316757,137120,-35113
328796636,-1172315716,136850,-32441
328796915,-1172314982,136620,-28340
328797317,-1172314225,136610,-21889
328797737,-1172313373,136480,-17913
328798240,-1172312074,136580,-19715
328798525,-1172311366,136600,-29001
328798805,-1172310616,136590,-23807
328799086,-1172309848,136410,-18761
328799553,-1172308638,135880,-19535
328799817,-1172307901,135960,-23281
328800133,-1172307041,136010,-25346
328800432,-1172306275,136050,-25719
328800903,-1172305017,136130,-27643
328801205,-1172304267,136130,-27681
328801486,-1172303541,136210,-27836
328801797,-1172302789,136240,-30667
328802255,-1172301566,136230,-30690
328802570,-1172300801,136170,-32580
328802856,-1172300094,136170,-34902
328803148,-1172299330,136270,-34017
328803647,-1172298041,136150,-35050
328803942,-1172297291,136170,-35142
328804229,-1172296572,136270,-34067
328804523,-1172295794,136220,-36733
328804635,-1172294806,136020,-40824
328804245,-1172294537,135680,-42697
328803838,-1172294506,135600,-34776
328803437,-1172294810,135550,-36286
328802967,-1172295820,135700,-36192
328802731,-1172296621,135570,-36649
328802368,-1172297439,134880,-34751
328802048,-1172298240,134910,-34014
328801577,-1172299559,134500,-29872
328801250,-1172300298,134260,-28669
328800930,-1172300975,134140,-28530
328800684,-1172301834,135340,-28069
328800377,-1172303093,136520,-27233
328800169,-1172303884,136520,-25600
328799931,-1172304666,136660,-23434
328799542,-1172305520,136170,-20650
328798891,-1172306807,134280,-20035
328798546,-1172307599,134510,-20818
328798261,-1172308340,135200,-22728
328797927,-1172309141,135680,-26603
328797423,-1172310429,136170,-28507
328797143,-1172311081,136090,-21810
328796856,-1172311738,135580,-19209
328796534,-1172312275,135590,-21441
328796115,-1172313346,135530,-25792
328795841,-1172314058,135480,-34085
328795633,-1172314865,135310,-33022
328795574,-1172315064,135680,-40329
328795896,-1172315210,138790,-36608
328797207,-1172315678,135820,-35092
328797779,-1172315989,133230,-27531
328797704,-1172316774,126310,-26542
328797356,-1172317473,115860,-29268
328797545,-1172317851,113710,-30368
328797696,-1172318070,111580,-31843
328797681,-1172318209,109940,-34415
328797614,-1172318156,108080,-40439
328797688,-1172318235,107160,-40474
328797683,-1172318283,106460,-41515
328797692,-1172318302,106180,-41247
328797709,-1172318291,106120,-38192
328797711,-1172318281,105930,-39067
328797710,-1172318269,105730,-41759
328797731,-1172318304,106270,-41934
